Transcript_ID	Codon	Length
ENSOCUT00000006994	UGA	340
ENSOCUT00000006997	UAG	147
ENSOCUT00000006999	UGA	225
ENSOCUT00000007001	UGA	280
ENSOCUT00000007011	UAA	534
ENSOCUT00000007013	UGA	129
ENSOCUT00000007016	UGA	114
ENSOCUT00000007021	UGA	39
ENSOCUT00000007027	UAA	826
ENSOCUT00000007033	UAA	284
ENSOCUT00000007036	UAG	435
ENSOCUT00000007038	UAA	627
ENSOCUT00000007041	UGA	455
ENSOCUT00000007046	UGA	136
ENSOCUT00000007048	UGA	1170
ENSOCUT00000007050	UAG	351
ENSOCUT00000007051	UAG	1000
ENSOCUT00000007054	UAA	320
ENSOCUT00000007057	UGA	2378
ENSOCUT00000007058	UAG	94
ENSOCUT00000007059	UGA	8
ENSOCUT00000007060	UGA	301
ENSOCUT00000007064	UAG	27
ENSOCUT00000007067	UGA	186
ENSOCUT00000007069	UGA	1000
ENSOCUT00000007070	UGA	386
ENSOCUT00000007072	UGA	44
ENSOCUT00000007074	UGA	99
ENSOCUT00000007079	UAG	980
ENSOCUT00000007080	UGA	93
ENSOCUT00000007086	UGA	156
ENSOCUT00000007087	UGA	792
ENSOCUT00000007088	UGA	1366
ENSOCUT00000007090	UAA	128
ENSOCUT00000007091	UAG	0
ENSOCUT00000007093	UAA	256
ENSOCUT00000007095	UGA	308
ENSOCUT00000007096	UGA	1850
ENSOCUT00000007100	UGA	91
ENSOCUT00000007101	UGA	25
ENSOCUT00000007106	UGA	286
ENSOCUT00000007107	UAG	671
ENSOCUT00000007117	UAG	306
ENSOCUT00000007122	UGA	1888
ENSOCUT00000007126	UAG	41
ENSOCUT00000007132	UAG	130
ENSOCUT00000007134	UAA	474
ENSOCUT00000007136	UGA	160
ENSOCUT00000007139	UAA	26
ENSOCUT00000007142	UAG	845
ENSOCUT00000007143	UGA	259
ENSOCUT00000007146	UGA	156
ENSOCUT00000007150	UAA	142
ENSOCUT00000007152	UGA	11
ENSOCUT00000007154	UGA	1000
ENSOCUT00000007155	UGA	12
ENSOCUT00000007156	UGA	852
ENSOCUT00000007158	UAA	714
ENSOCUT00000007165	UAA	1000
ENSOCUT00000007168	UGA	274
ENSOCUT00000007169	UGA	155
ENSOCUT00000007173	UGA	0
ENSOCUT00000007175	UGA	0
ENSOCUT00000007179	UGA	369
ENSOCUT00000007183	UAA	902
ENSOCUT00000007187	UAG	21
ENSOCUT00000007188	UGA	963
ENSOCUT00000007191	UAG	1000
ENSOCUT00000007194	UAG	783
ENSOCUT00000007198	UGA	133
ENSOCUT00000007203	UAG	2850
ENSOCUT00000007204	UAG	1041
ENSOCUT00000007209	UGA	146
ENSOCUT00000007210	UGA	186
ENSOCUT00000007215	UGA	341
ENSOCUT00000007216	UAA	46
ENSOCUT00000007223	UGA	1000
ENSOCUT00000007224	UGA	302
ENSOCUT00000007225	UAG	279
ENSOCUT00000007232	UGA	167
ENSOCUT00000007233	UGA	493
ENSOCUT00000007235	UAA	472
ENSOCUT00000007237	UAA	150
ENSOCUT00000007238	UAA	318
ENSOCUT00000007242	UAA	386
ENSOCUT00000007243	UAA	779
ENSOCUT00000007246	UAG	0
ENSOCUT00000007249	UGA	268
ENSOCUT00000007257	UAG	260
ENSOCUT00000007261	UAG	9
ENSOCUT00000007262	UAG	733
ENSOCUT00000007263	UAA	1000
ENSOCUT00000007265	UGA	20
ENSOCUT00000007268	UAG	488
ENSOCUT00000007270	UAA	117
ENSOCUT00000007271	UGA	80
ENSOCUT00000007272	UAA	46
ENSOCUT00000007273	UGA	102
ENSOCUT00000007277	UAA	1367
ENSOCUT00000007278	UGA	366
ENSOCUT00000007280	UGA	0
ENSOCUT00000007284	UAG	254
ENSOCUT00000007287	UAG	170
ENSOCUT00000007288	UGA	907
ENSOCUT00000007293	UAA	367
ENSOCUT00000007299	UAG	568
ENSOCUT00000007301	UGA	1000
ENSOCUT00000007303	UGA	800
ENSOCUT00000007304	UAA	0
ENSOCUT00000007308	UGA	557
ENSOCUT00000007310	UAG	1000
ENSOCUT00000007311	UAA	128
ENSOCUT00000007313	UAA	70
ENSOCUT00000007315	UGA	0
ENSOCUT00000007317	UAG	595
ENSOCUT00000007319	UGA	13
ENSOCUT00000007323	UGA	381
ENSOCUT00000007327	UAA	967
ENSOCUT00000007332	UGA	71
ENSOCUT00000007335	UGA	765
ENSOCUT00000007336	UAG	715
ENSOCUT00000007337	UGA	603
ENSOCUT00000007339	UGA	1
ENSOCUT00000007343	UAA	816
ENSOCUT00000007346	UGA	154
ENSOCUT00000007351	UGA	705
ENSOCUT00000007353	UGA	1000
ENSOCUT00000007354	UAA	422
ENSOCUT00000007356	UAG	118
ENSOCUT00000007357	UAG	152
ENSOCUT00000007363	UAG	1000
ENSOCUT00000007364	UGA	99
ENSOCUT00000007366	UGA	425
ENSOCUT00000007370	UAA	118
ENSOCUT00000007371	UGA	397
ENSOCUT00000007372	UGA	101
ENSOCUT00000007375	UGA	73
ENSOCUT00000007377	UGA	873
ENSOCUT00000007380	UGA	340
ENSOCUT00000007382	UGA	746
ENSOCUT00000007383	UAA	25
ENSOCUT00000007388	UGA	0
ENSOCUT00000007389	UAA	1000
ENSOCUT00000007397	UAG	757
ENSOCUT00000007398	UGA	310
ENSOCUT00000007402	UGA	335
ENSOCUT00000007403	UGA	1001
ENSOCUT00000007419	UAA	0
ENSOCUT00000007421	UGA	45
ENSOCUT00000007430	UAG	524
ENSOCUT00000007432	UGA	67
ENSOCUT00000007436	UAG	324
ENSOCUT00000007438	UGA	1374
ENSOCUT00000007440	UGA	160
ENSOCUT00000007442	UGA	2246
ENSOCUT00000007445	UAA	1000
ENSOCUT00000007446	UGA	0
ENSOCUT00000007448	UAA	1000
ENSOCUT00000007449	UAA	121
ENSOCUT00000007450	UGA	49
ENSOCUT00000007462	UGA	261
ENSOCUT00000007465	UAA	92
ENSOCUT00000007467	UGA	0
ENSOCUT00000007468	UAA	0
ENSOCUT00000007469	UGA	39
ENSOCUT00000007481	UGA	157
ENSOCUT00000007484	UAA	142
ENSOCUT00000007486	UAG	0
ENSOCUT00000007487	UGA	344
ENSOCUT00000007489	UGA	342
ENSOCUT00000007494	UAG	420
ENSOCUT00000007497	UAG	250
ENSOCUT00000007498	UGA	54
ENSOCUT00000007500	UAG	0
ENSOCUT00000007501	UGA	707
ENSOCUT00000007502	UGA	5
ENSOCUT00000007504	UGA	838
ENSOCUT00000007505	UGA	688
ENSOCUT00000007506	UGA	759
ENSOCUT00000007507	UGA	29
ENSOCUT00000007511	UGA	55
ENSOCUT00000007515	UGA	1000
ENSOCUT00000007517	UAG	1000
ENSOCUT00000007519	UGA	1000
ENSOCUT00000007520	UAA	360
ENSOCUT00000007522	UGA	1524
ENSOCUT00000007525	UGA	103
ENSOCUT00000007527	UGA	394
ENSOCUT00000007532	UGA	674
ENSOCUT00000007534	UAA	283
ENSOCUT00000007535	UAA	22
ENSOCUT00000007537	UGA	43
ENSOCUT00000007538	UAA	223
ENSOCUT00000007539	UGA	103
ENSOCUT00000007544	UGA	491
ENSOCUT00000007547	UGA	1000
ENSOCUT00000007552	UAA	344
ENSOCUT00000007555	UGA	209
ENSOCUT00000007559	UGA	448
ENSOCUT00000007560	UGA	39
ENSOCUT00000007561	UGA	804
ENSOCUT00000007562	UGA	1615
ENSOCUT00000007566	UAA	183
ENSOCUT00000007569	UGA	900
ENSOCUT00000007570	UAA	131
ENSOCUT00000007571	UAG	312
ENSOCUT00000007577	UAA	715
ENSOCUT00000007580	UAG	345
ENSOCUT00000007583	UAA	306
ENSOCUT00000007584	UGA	382
ENSOCUT00000007589	UGA	250
ENSOCUT00000007598	UGA	1000
ENSOCUT00000007601	UAG	2219
ENSOCUT00000007602	UGA	442
ENSOCUT00000007603	UGA	1672
ENSOCUT00000007605	UGA	870
ENSOCUT00000007607	UAA	564
ENSOCUT00000007609	UAA	0
ENSOCUT00000007611	UGA	142
ENSOCUT00000007614	UAA	210
ENSOCUT00000007616	UAG	1134
ENSOCUT00000007619	UAG	29
ENSOCUT00000007621	UGA	101
ENSOCUT00000007622	UGA	95
ENSOCUT00000007624	UGA	876
ENSOCUT00000007629	UGA	412
ENSOCUT00000007631	UAA	1453
ENSOCUT00000007634	UAG	181
ENSOCUT00000007637	UGA	381
ENSOCUT00000007643	UGA	1000
ENSOCUT00000007648	UGA	977
ENSOCUT00000007651	UGA	1248
ENSOCUT00000007654	UAA	196
ENSOCUT00000007657	UAG	1000
ENSOCUT00000007658	UGA	2256
ENSOCUT00000007659	UAG	1097
ENSOCUT00000007669	UGA	185
ENSOCUT00000007670	UGA	58
ENSOCUT00000007684	UAG	1376
ENSOCUT00000007689	UGA	16
ENSOCUT00000007691	UGA	2493
ENSOCUT00000007692	UAA	254
ENSOCUT00000007695	UGA	218
ENSOCUT00000007698	UGA	55
ENSOCUT00000007702	UGA	1449
ENSOCUT00000007709	UGA	290
ENSOCUT00000007713	UGA	999
ENSOCUT00000007715	UGA	75
ENSOCUT00000007716	UAG	813
ENSOCUT00000007718	UAG	189
ENSOCUT00000007719	UGA	511
ENSOCUT00000007720	UGA	135
ENSOCUT00000007723	UGA	841
ENSOCUT00000007724	UAA	7
ENSOCUT00000007726	UAA	1033
ENSOCUT00000007729	UGA	865
ENSOCUT00000007730	UGA	793
ENSOCUT00000007731	UGA	1000
ENSOCUT00000007732	UAA	428
ENSOCUT00000007736	UAG	789
ENSOCUT00000007737	UAG	47
ENSOCUT00000007740	UAG	692
ENSOCUT00000007742	UGA	834
ENSOCUT00000007747	UAA	131
ENSOCUT00000007749	UGA	663
ENSOCUT00000007752	UGA	223
ENSOCUT00000007755	UGA	0
ENSOCUT00000007756	UAA	620
ENSOCUT00000007759	UAG	129
ENSOCUT00000007762	UGA	950
ENSOCUT00000007763	UGA	958
ENSOCUT00000007765	UAG	64
ENSOCUT00000007771	UGA	150
ENSOCUT00000007777	UAA	358
ENSOCUT00000007778	UGA	642
ENSOCUT00000007780	UAG	226
ENSOCUT00000007781	UAA	132
ENSOCUT00000007783	UGA	340
ENSOCUT00000007784	UAG	80
ENSOCUT00000007788	UGA	673
ENSOCUT00000007789	UAG	1000
ENSOCUT00000007794	UGA	561
ENSOCUT00000007796	UGA	487
ENSOCUT00000007797	UAG	1788
ENSOCUT00000007798	UGA	2701
ENSOCUT00000007803	UAA	2441
ENSOCUT00000007804	UAG	170
ENSOCUT00000007805	UGA	215
ENSOCUT00000007807	UAG	310
ENSOCUT00000007811	UAG	1363
ENSOCUT00000007812	UGA	184
ENSOCUT00000007813	UGA	0
ENSOCUT00000007818	UGA	348
ENSOCUT00000007819	UGA	130
ENSOCUT00000007821	UAG	8
ENSOCUT00000007824	UAG	1289
ENSOCUT00000007827	UAA	1696
ENSOCUT00000007828	UAG	491
ENSOCUT00000007831	UAG	79
ENSOCUT00000007832	UGA	843
ENSOCUT00000007838	UAA	170
ENSOCUT00000007840	UGA	294
ENSOCUT00000007842	UGA	0
ENSOCUT00000007843	UGA	156
ENSOCUT00000007844	UGA	485
ENSOCUT00000007847	UGA	1194
ENSOCUT00000007865	UGA	0
ENSOCUT00000007879	UAG	208
ENSOCUT00000007881	UAA	195
ENSOCUT00000007885	UGA	0
ENSOCUT00000007887	UGA	460
ENSOCUT00000007888	UGA	376
ENSOCUT00000007891	UAA	96
ENSOCUT00000007894	UAG	688
ENSOCUT00000007896	UAG	124
ENSOCUT00000007902	UAG	699
ENSOCUT00000007904	UGA	197
ENSOCUT00000007905	UGA	75
ENSOCUT00000007909	UGA	1000
ENSOCUT00000007911	UGA	922
ENSOCUT00000007919	UAG	90
ENSOCUT00000007920	UAA	1073
ENSOCUT00000007923	UGA	344
ENSOCUT00000007931	UAG	191
ENSOCUT00000007932	UAG	141
ENSOCUT00000007933	UGA	1095
ENSOCUT00000007940	UGA	1000
ENSOCUT00000007941	UGA	591
ENSOCUT00000007942	UGA	0
ENSOCUT00000007950	UAA	250
ENSOCUT00000007954	UGA	1000
ENSOCUT00000007957	UGA	241
ENSOCUT00000007958	UGA	1000
ENSOCUT00000007960	UAG	1000
ENSOCUT00000007961	UAA	0
ENSOCUT00000007964	UAA	508
ENSOCUT00000007965	UAG	1439
ENSOCUT00000007966	UGA	196
ENSOCUT00000007969	UAA	1000
ENSOCUT00000007971	UGA	83
ENSOCUT00000007975	UAA	0
ENSOCUT00000007976	UAG	1000
ENSOCUT00000007979	UGA	469
ENSOCUT00000007980	UAG	16
ENSOCUT00000007981	UGA	466
ENSOCUT00000007986	UGA	179
ENSOCUT00000007987	UGA	116
ENSOCUT00000007991	UGA	128
ENSOCUT00000007992	UGA	19
ENSOCUT00000007995	UAG	921
ENSOCUT00000007996	UAG	20
ENSOCUT00000007997	UGA	531
ENSOCUT00000007998	UGA	285
ENSOCUT00000008001	UAG	2309
ENSOCUT00000008002	UGA	328
ENSOCUT00000008003	UAA	607
ENSOCUT00000008005	UAG	231
ENSOCUT00000008009	UAG	1000
ENSOCUT00000008010	UAA	5
ENSOCUT00000008011	UGA	145
ENSOCUT00000008014	UGA	167
ENSOCUT00000008020	UGA	0
ENSOCUT00000008022	UAA	275
ENSOCUT00000008030	UGA	1703
ENSOCUT00000008033	UAG	1475
ENSOCUT00000008040	UGA	530
ENSOCUT00000008041	UAG	53
ENSOCUT00000008042	UGA	156
ENSOCUT00000008043	UAG	257
ENSOCUT00000008046	UGA	868
ENSOCUT00000008047	UGA	145
ENSOCUT00000008050	UAG	93
ENSOCUT00000008052	UGA	168
ENSOCUT00000008054	UGA	751
ENSOCUT00000008062	UGA	1000
ENSOCUT00000008063	UGA	211
ENSOCUT00000008064	UGA	79
ENSOCUT00000008066	UAG	280
ENSOCUT00000008068	UAA	1000
ENSOCUT00000008069	UAG	224
ENSOCUT00000008073	UAG	88
ENSOCUT00000008076	UGA	250
ENSOCUT00000008077	UGA	526
ENSOCUT00000008078	UGA	1589
ENSOCUT00000008079	UGA	7
ENSOCUT00000008081	UAG	14
ENSOCUT00000008086	UGA	35
ENSOCUT00000008090	UGA	316
ENSOCUT00000008091	UGA	84
ENSOCUT00000008092	UGA	172
ENSOCUT00000008093	UGA	839
ENSOCUT00000008094	UGA	752
ENSOCUT00000008096	UGA	53
ENSOCUT00000008099	UGA	168
ENSOCUT00000008104	UAG	1838
ENSOCUT00000008108	UGA	1000
ENSOCUT00000008112	UGA	767
ENSOCUT00000008113	UAA	266
ENSOCUT00000008117	UAG	1577
ENSOCUT00000008124	UAA	324
ENSOCUT00000008127	UGA	2236
ENSOCUT00000008130	UAG	719
ENSOCUT00000008131	UAA	139
ENSOCUT00000008132	UAG	257
ENSOCUT00000008134	UGA	254
ENSOCUT00000008136	UGA	291
ENSOCUT00000008137	UAA	724
ENSOCUT00000008140	UGA	0
ENSOCUT00000008143	UAA	250
ENSOCUT00000008145	UGA	1000
ENSOCUT00000008146	UAA	126
ENSOCUT00000008148	UAG	1000
ENSOCUT00000008149	UGA	262
ENSOCUT00000008150	UGA	24
ENSOCUT00000008151	UGA	282
ENSOCUT00000008152	UAG	1000
ENSOCUT00000008153	UAG	1000
ENSOCUT00000008156	UGA	493
ENSOCUT00000008159	UAG	1000
ENSOCUT00000008161	UAG	219
ENSOCUT00000008165	UAA	1506
ENSOCUT00000008167	UAA	1000
ENSOCUT00000008168	UAG	58
ENSOCUT00000008174	UGA	284
ENSOCUT00000008175	UAG	247
ENSOCUT00000008179	UGA	50
ENSOCUT00000008180	UAA	167
ENSOCUT00000008182	UAA	345
ENSOCUT00000008184	UGA	553
ENSOCUT00000008186	UGA	460
ENSOCUT00000008187	UAG	241
ENSOCUT00000008192	UAG	214
ENSOCUT00000008195	UAA	144
ENSOCUT00000008197	UGA	200
ENSOCUT00000008198	UAG	0
ENSOCUT00000008200	UAG	323
ENSOCUT00000008204	UAA	80
ENSOCUT00000008207	UAG	882
ENSOCUT00000008211	UGA	756
ENSOCUT00000008213	UAA	189
ENSOCUT00000008217	UGA	234
ENSOCUT00000008221	UAA	664
ENSOCUT00000008222	UAG	489
ENSOCUT00000008223	UAG	224
ENSOCUT00000008226	UAA	152
ENSOCUT00000008227	UAA	2801
ENSOCUT00000008236	UGA	295
ENSOCUT00000008238	UGA	43
ENSOCUT00000008241	UGA	177
ENSOCUT00000008244	UAG	589
ENSOCUT00000008247	UGA	158
ENSOCUT00000008248	UAA	333
ENSOCUT00000008249	UAA	205
ENSOCUT00000008250	UGA	1330
ENSOCUT00000008251	UAA	67
ENSOCUT00000008253	UAG	1024
ENSOCUT00000008256	UAA	1050
ENSOCUT00000008259	UGA	250
ENSOCUT00000008263	UGA	110
ENSOCUT00000008264	UGA	390
ENSOCUT00000008265	UGA	560
ENSOCUT00000008270	UAA	590
ENSOCUT00000008271	UAG	0
ENSOCUT00000008276	UGA	505
ENSOCUT00000008278	UGA	210
ENSOCUT00000008282	UGA	153
ENSOCUT00000008286	UAA	64
ENSOCUT00000008290	UGA	513
ENSOCUT00000008295	UGA	411
ENSOCUT00000008303	UGA	148
ENSOCUT00000008304	UAG	331
ENSOCUT00000008305	UGA	825
ENSOCUT00000008309	UGA	1355
ENSOCUT00000008311	UGA	1479
ENSOCUT00000008318	UGA	726
ENSOCUT00000008319	UAG	0
ENSOCUT00000008322	UGA	32
ENSOCUT00000008323	UGA	106
ENSOCUT00000008331	UGA	316
ENSOCUT00000008337	UGA	913
ENSOCUT00000008339	UGA	272
ENSOCUT00000008343	UGA	845
ENSOCUT00000008353	UGA	3243
ENSOCUT00000008359	UGA	425
ENSOCUT00000008362	UAG	3388
ENSOCUT00000008363	UGA	37
ENSOCUT00000008365	UGA	35
ENSOCUT00000008366	UGA	97
ENSOCUT00000008369	UAA	142
ENSOCUT00000008370	UGA	43
ENSOCUT00000008371	UAG	63
ENSOCUT00000008373	UGA	1166
ENSOCUT00000008376	UGA	0
ENSOCUT00000008378	UAA	190
ENSOCUT00000008382	UGA	763
ENSOCUT00000008384	UAA	221
ENSOCUT00000008385	UAA	385
ENSOCUT00000008391	UAG	2070
ENSOCUT00000008392	UAG	129
ENSOCUT00000008396	UGA	294
ENSOCUT00000008399	UAA	1103
ENSOCUT00000008401	UGA	494
ENSOCUT00000008403	UAG	53
ENSOCUT00000008408	UAG	1249
ENSOCUT00000008409	UAA	1000
ENSOCUT00000008415	UGA	1160
ENSOCUT00000008416	UAA	488
ENSOCUT00000008417	UGA	465
ENSOCUT00000008420	UAA	1010
ENSOCUT00000008422	UGA	1000
ENSOCUT00000008425	UAG	1255
ENSOCUT00000008428	UAA	1000
ENSOCUT00000008430	UGA	165
ENSOCUT00000008431	UGA	99
ENSOCUT00000008435	UAA	87
ENSOCUT00000008438	UGA	113
ENSOCUT00000008441	UGA	395
ENSOCUT00000008448	UGA	268
ENSOCUT00000008449	UAG	6
ENSOCUT00000008454	UAG	85
ENSOCUT00000008455	UGA	344
ENSOCUT00000008456	UAA	163
ENSOCUT00000008459	UAA	60
ENSOCUT00000008460	UGA	335
ENSOCUT00000008461	UGA	1
ENSOCUT00000008466	UGA	610
ENSOCUT00000008470	UGA	110
ENSOCUT00000008473	UGA	614
ENSOCUT00000008475	UAG	1000
ENSOCUT00000008481	UAA	0
ENSOCUT00000008485	UAA	215
ENSOCUT00000008490	UAA	1102
ENSOCUT00000008493	UAA	24
ENSOCUT00000008495	UAG	1963
ENSOCUT00000008499	UAG	1000
ENSOCUT00000008501	UAA	749
ENSOCUT00000008504	UAG	1093
ENSOCUT00000008509	UGA	223
ENSOCUT00000008512	UGA	268
ENSOCUT00000008517	UGA	854
ENSOCUT00000008518	UAG	131
ENSOCUT00000008521	UGA	430
ENSOCUT00000008526	UGA	228
ENSOCUT00000008529	UGA	786
ENSOCUT00000008530	UGA	202
ENSOCUT00000008531	UAG	322
ENSOCUT00000008540	UAG	647
ENSOCUT00000008548	UGA	36
ENSOCUT00000008554	UAG	934
ENSOCUT00000008555	UGA	357
ENSOCUT00000008557	UGA	1000
ENSOCUT00000008558	UAG	225
ENSOCUT00000008559	UAG	494
ENSOCUT00000008564	UGA	305
ENSOCUT00000008566	UGA	290
ENSOCUT00000008567	UGA	105
ENSOCUT00000008569	UAA	9
ENSOCUT00000008570	UAG	414
ENSOCUT00000008576	UGA	398
ENSOCUT00000008578	UGA	143
ENSOCUT00000008579	UGA	3966
ENSOCUT00000008580	UAA	982
ENSOCUT00000008581	UGA	1115
ENSOCUT00000008583	UGA	29
ENSOCUT00000008584	UGA	91
ENSOCUT00000008588	UGA	95
ENSOCUT00000008592	UGA	762
ENSOCUT00000008594	UAA	0
ENSOCUT00000008595	UGA	150
ENSOCUT00000008604	UAA	51
ENSOCUT00000008606	UGA	1000
ENSOCUT00000008608	UAA	220
ENSOCUT00000008616	UGA	2020
ENSOCUT00000008619	UAA	154
ENSOCUT00000008623	UGA	824
ENSOCUT00000008624	UGA	956
ENSOCUT00000008626	UAA	107
ENSOCUT00000008627	UGA	253
ENSOCUT00000008628	UAG	300
ENSOCUT00000008630	UAG	33
ENSOCUT00000008631	UGA	2306
ENSOCUT00000008632	UAA	517
ENSOCUT00000008634	UAG	28
ENSOCUT00000008635	UAG	357
ENSOCUT00000008641	UGA	144
ENSOCUT00000008647	UGA	1000
ENSOCUT00000008650	UGA	212
ENSOCUT00000008655	UGA	3619
ENSOCUT00000008656	UAG	32
ENSOCUT00000008657	UAA	4
ENSOCUT00000008658	UAA	310
ENSOCUT00000008659	UAA	101
ENSOCUT00000008666	UAA	240
ENSOCUT00000008667	UAG	124
ENSOCUT00000008668	UAG	230
ENSOCUT00000008670	UAG	283
ENSOCUT00000008674	UGA	253
ENSOCUT00000008675	UGA	133
ENSOCUT00000008676	UGA	170
ENSOCUT00000008678	UAG	372
ENSOCUT00000008679	UAA	2781
ENSOCUT00000008683	UAG	223
ENSOCUT00000008684	UGA	1000
ENSOCUT00000008688	UGA	1000
ENSOCUT00000008698	UAA	309
ENSOCUT00000008701	UGA	83
ENSOCUT00000008707	UGA	94
ENSOCUT00000008708	UAG	691
ENSOCUT00000008710	UAA	2915
ENSOCUT00000008714	UAA	305
ENSOCUT00000008716	UAA	270
ENSOCUT00000008717	UAA	234
ENSOCUT00000008719	UGA	36
ENSOCUT00000008720	UGA	93
ENSOCUT00000008722	UAA	930
ENSOCUT00000008726	UGA	255
ENSOCUT00000008729	UAA	233
ENSOCUT00000008732	UAA	352
ENSOCUT00000008733	UAA	767
ENSOCUT00000008735	UGA	1259
ENSOCUT00000008736	UAG	39
ENSOCUT00000008737	UAG	1000
ENSOCUT00000008738	UAA	364
ENSOCUT00000008740	UGA	110
ENSOCUT00000008741	UAG	427
ENSOCUT00000008742	UGA	326
ENSOCUT00000008745	UGA	606
ENSOCUT00000008746	UGA	463
ENSOCUT00000008749	UAA	443
ENSOCUT00000008751	UGA	112
ENSOCUT00000008757	UAG	292
ENSOCUT00000008758	UAA	268
ENSOCUT00000008760	UGA	1000
ENSOCUT00000008761	UGA	1531
ENSOCUT00000008765	UGA	87
ENSOCUT00000008771	UAA	1132
ENSOCUT00000008772	UGA	79
ENSOCUT00000008773	UAA	245
ENSOCUT00000008776	UGA	0
ENSOCUT00000008778	UAA	1000
ENSOCUT00000008782	UAA	2275
ENSOCUT00000008787	UGA	55
ENSOCUT00000008788	UGA	297
ENSOCUT00000008793	UAA	585
ENSOCUT00000008794	UAA	924
ENSOCUT00000008801	UGA	1000
ENSOCUT00000008803	UGA	189
ENSOCUT00000008805	UAG	974
ENSOCUT00000008806	UGA	454
ENSOCUT00000008807	UGA	188
ENSOCUT00000008808	UGA	117
ENSOCUT00000008814	UGA	340
ENSOCUT00000008816	UAG	252
ENSOCUT00000008819	UGA	191
ENSOCUT00000008821	UAA	8
ENSOCUT00000008823	UAA	129
ENSOCUT00000008824	UGA	40
ENSOCUT00000008825	UGA	121
ENSOCUT00000008826	UGA	423
ENSOCUT00000008832	UGA	2179
ENSOCUT00000008833	UAA	205
ENSOCUT00000008836	UAA	194
ENSOCUT00000008837	UGA	250
ENSOCUT00000008846	UAG	458
ENSOCUT00000008851	UGA	182
ENSOCUT00000008861	UAA	434
ENSOCUT00000008862	UGA	61
ENSOCUT00000008866	UAG	44
ENSOCUT00000008870	UAA	236
ENSOCUT00000008879	UAA	557
ENSOCUT00000008882	UAA	757
ENSOCUT00000008884	UGA	21
ENSOCUT00000008886	UGA	1000
ENSOCUT00000008888	UGA	182
ENSOCUT00000008898	UGA	397
ENSOCUT00000008899	UGA	834
ENSOCUT00000008900	UGA	0
ENSOCUT00000008903	UAG	126
ENSOCUT00000008904	UGA	73
ENSOCUT00000008905	UGA	275
ENSOCUT00000008920	UAA	438
ENSOCUT00000008922	UGA	27
ENSOCUT00000008924	UAG	7
ENSOCUT00000008928	UAA	178
ENSOCUT00000008929	UGA	138
ENSOCUT00000008932	UGA	148
ENSOCUT00000008933	UGA	210
ENSOCUT00000008934	UAG	1995
ENSOCUT00000008937	UGA	521
ENSOCUT00000008943	UAG	156
ENSOCUT00000008945	UGA	17
ENSOCUT00000008946	UAA	205
ENSOCUT00000008948	UAG	311
ENSOCUT00000008950	UAA	204
ENSOCUT00000008954	UGA	1199
ENSOCUT00000008955	UGA	198
ENSOCUT00000008956	UAA	325
ENSOCUT00000008957	UGA	47
ENSOCUT00000008958	UGA	372
ENSOCUT00000008960	UGA	181
ENSOCUT00000008961	UAG	801
ENSOCUT00000008964	UAG	591
ENSOCUT00000008966	UAA	367
ENSOCUT00000008968	UAA	1289
ENSOCUT00000008974	UAG	1000
ENSOCUT00000008977	UGA	798
ENSOCUT00000008980	UAG	1690
ENSOCUT00000008981	UAA	22
ENSOCUT00000008987	UGA	1000
ENSOCUT00000008988	UGA	1000
ENSOCUT00000008989	UAA	376
ENSOCUT00000008994	UGA	82
ENSOCUT00000008999	UAG	331
ENSOCUT00000009003	UGA	186
ENSOCUT00000009010	UAA	1484
ENSOCUT00000009011	UGA	2901
ENSOCUT00000009021	UAG	304
ENSOCUT00000009022	UGA	163
ENSOCUT00000009023	UAA	80
ENSOCUT00000009028	UGA	349
ENSOCUT00000009031	UGA	321
ENSOCUT00000009032	UGA	1000
ENSOCUT00000009038	UGA	70
ENSOCUT00000009040	UAA	1000
ENSOCUT00000009043	UGA	1279
ENSOCUT00000009045	UAG	644
ENSOCUT00000009046	UAA	493
ENSOCUT00000009050	UGA	237
ENSOCUT00000009051	UAA	915
ENSOCUT00000009053	UAA	1091
ENSOCUT00000009054	UAG	150
ENSOCUT00000009058	UAA	521
ENSOCUT00000009063	UAG	448
ENSOCUT00000009066	UGA	979
ENSOCUT00000009068	UGA	511
ENSOCUT00000009070	UAA	1291
ENSOCUT00000009072	UAA	417
ENSOCUT00000009075	UGA	665
ENSOCUT00000009078	UAA	2986
ENSOCUT00000009082	UGA	812
ENSOCUT00000009083	UAA	1836
ENSOCUT00000009085	UAA	290
ENSOCUT00000009091	UAA	1155
ENSOCUT00000009092	UAG	671
ENSOCUT00000009093	UAG	93
ENSOCUT00000009099	UGA	392
ENSOCUT00000009100	UGA	464
ENSOCUT00000009107	UGA	131
ENSOCUT00000009108	UAA	1135
ENSOCUT00000009111	UGA	965
ENSOCUT00000009112	UGA	293
ENSOCUT00000009115	UGA	105
ENSOCUT00000009118	UAA	0
ENSOCUT00000009122	UAA	328
ENSOCUT00000009124	UAA	95
ENSOCUT00000009125	UGA	1481
ENSOCUT00000009130	UAG	211
ENSOCUT00000009132	UAA	80
ENSOCUT00000009133	UAG	2449
ENSOCUT00000009143	UGA	377
ENSOCUT00000009145	UGA	465
ENSOCUT00000009147	UGA	544
ENSOCUT00000009150	UGA	0
ENSOCUT00000009151	UGA	784
ENSOCUT00000009156	UAA	823
ENSOCUT00000009159	UAA	1000
ENSOCUT00000009160	UAG	139
ENSOCUT00000009166	UAA	0
