Gene	Codon	Length
ENSG00000111666	UGA	129
ENSG00000111666	UGA	185
ENSG00000111666	UGA	697
ENSG00000111666	UAG	296
ENSG00000111666	UGA	614
ENSG00000111666	UAG	509
ENSG00000111666	UGA	3788
ENSG00000111667	UAA	543
ENSG00000111667	UAA	555
ENSG00000111669	UGA	556
ENSG00000111669	UGA	0
ENSG00000111669	UGA	565
ENSG00000111669	UGA	563
ENSG00000111669	UGA	565
ENSG00000111678	UGA	80
ENSG00000111678	UGA	363
ENSG00000111678	UGA	80
ENSG00000111678	UGA	74
ENSG00000111684	UGA	666
ENSG00000111684	UGA	572
ENSG00000111684	UAA	719
ENSG00000111684	UAG	326
ENSG00000111684	UGA	1805
ENSG00000111684	UGA	765
ENSG00000111711	UGA	368
ENSG00000111711	UAA	477
ENSG00000111711	UAG	559
ENSG00000111711	UAA	2701
ENSG00000111711	UAG	647
ENSG00000111711	UAG	0
ENSG00000111711	UAG	986
ENSG00000111725	UGA	516
ENSG00000111725	UGA	1294
ENSG00000111725	UGA	283
ENSG00000111725	UGA	1299
ENSG00000111725	UGA	0
ENSG00000111726	UGA	704
ENSG00000111726	UAG	357
ENSG00000111726	UGA	570
ENSG00000111790	UGA	1917
ENSG00000111790	UAA	209
ENSG00000111790	UGA	1915
ENSG00000111802	UAA	809
ENSG00000111802	UAA	809
ENSG00000111832	UAA	4574
ENSG00000111832	UAA	487
ENSG00000111843	UAG	461
ENSG00000111843	UAG	453
ENSG00000111845	UGA	330
ENSG00000111850	UAG	2055
ENSG00000111850	UAA	986
ENSG00000111850	UAG	457
ENSG00000111850	UAG	2048
ENSG00000111850	UAG	230
ENSG00000111850	UAG	1485
ENSG00000111875	UGA	1557
ENSG00000111897	UGA	1693
ENSG00000112033	UAA	2099
ENSG00000112033	UAA	2099
ENSG00000112033	UGA	606
ENSG00000112033	UAA	2112
ENSG00000112033	UAA	2112
ENSG00000112078	UAG	3968
ENSG00000112078	UAG	3202
ENSG00000112078	UAG	3966
ENSG00000112078	UAA	0
ENSG00000112078	UGA	833
ENSG00000112078	UGA	1078
ENSG00000112081	UGA	176
ENSG00000112081	UAG	208
ENSG00000112081	UAG	3611
ENSG00000112081	UGA	627
ENSG00000112110	UAA	306
ENSG00000112234	UGA	5743
ENSG00000112234	UGA	553
ENSG00000112249	UAG	287
ENSG00000112249	UAA	1192
ENSG00000112249	UGA	2805
ENSG00000112249	UGA	3118
ENSG00000112304	UGA	3450
ENSG00000112304	UGA	3431
ENSG00000112305	UGA	1669
ENSG00000112305	UGA	1677
ENSG00000112305	UGA	832
ENSG00000112305	UGA	43
ENSG00000112305	UAG	932
ENSG00000112308	UAG	1276
ENSG00000112308	UAG	41
ENSG00000112335	UGA	144
ENSG00000112335	UGA	927
ENSG00000112335	UGA	636
ENSG00000112335	UAG	870
ENSG00000112339	UAG	64
ENSG00000112339	UGA	1376
ENSG00000112339	UAG	85
ENSG00000112339	UAG	701
ENSG00000112339	UGA	648
ENSG00000112339	UGA	121
ENSG00000112339	UGA	220
ENSG00000112339	UGA	650
ENSG00000112339	UGA	437
ENSG00000112339	UGA	4901
ENSG00000112339	UAA	0
ENSG00000112339	UGA	646
ENSG00000112473	UGA	563
ENSG00000112473	UGA	624
ENSG00000112473	UGA	602
ENSG00000112473	UGA	626
ENSG00000112473	UGA	1094
ENSG00000112514	UGA	323
ENSG00000112514	UGA	100
ENSG00000112514	UGA	601
ENSG00000112514	UGA	208
ENSG00000112514	UGA	98
ENSG00000112514	UGA	31
ENSG00000112514	UGA	122
ENSG00000112514	UGA	75
ENSG00000112514	UGA	208
ENSG00000112584	UAG	891
ENSG00000112584	UAG	597
ENSG00000112584	UAG	325
ENSG00000112584	UAG	2316
ENSG00000112640	UGA	41
ENSG00000112640	UGA	1054
ENSG00000112640	UGA	1056
ENSG00000112640	UGA	1056
ENSG00000112640	UGA	1054
ENSG00000112640	UGA	2544
ENSG00000112651	UGA	208
ENSG00000112651	UAA	580
ENSG00000112651	UAA	341
ENSG00000112651	UGA	245
ENSG00000112651	UGA	205
ENSG00000112679	UAA	923
ENSG00000112679	UAA	151
ENSG00000112679	UAA	2402
ENSG00000112679	UAA	3
ENSG00000112679	UAG	207
ENSG00000112679	UAA	487
ENSG00000112679	UAA	422
ENSG00000112679	UAA	2404
ENSG00000112679	UAG	768
ENSG00000112685	UAA	1517
ENSG00000112695	UGA	43
ENSG00000112695	UGA	255
ENSG00000112695	UGA	143
ENSG00000112695	UGA	143
ENSG00000112695	UGA	141
ENSG00000112695	UGA	246
ENSG00000112695	UAG	298
ENSG00000112697	UAA	3178
ENSG00000112697	UAA	3138
ENSG00000112697	UGA	3997
ENSG00000112697	UAA	1503
ENSG00000112697	UAA	2489
ENSG00000112697	UAA	3870
ENSG00000112697	UAA	1039
ENSG00000112697	UAA	3165
ENSG00000112701	UGA	341
ENSG00000112701	UAA	44
ENSG00000112701	UGA	310
ENSG00000112701	UAG	875
ENSG00000112701	UGA	2687
ENSG00000112701	UAA	936
ENSG00000112739	UAA	3592
ENSG00000112739	UAA	600
ENSG00000112739	UAA	4367
ENSG00000112787	UAG	1410
ENSG00000112787	UGA	1506
ENSG00000112787	UAG	1410
ENSG00000112787	UAG	1410
ENSG00000112855	UGA	76
ENSG00000112855	UGA	719
ENSG00000112855	UAG	932
ENSG00000112855	UGA	753
ENSG00000112855	UGA	683
ENSG00000112855	UGA	682
ENSG00000112855	UGA	739
ENSG00000112855	UGA	739
ENSG00000112855	UGA	386
ENSG00000112855	UGA	1649
ENSG00000112855	UGA	728
ENSG00000112855	UGA	1598
ENSG00000112855	UAG	1319
ENSG00000112855	UGA	716
ENSG00000112996	UGA	312
ENSG00000113013	UAA	2281
ENSG00000113013	UGA	9
ENSG00000113013	UGA	175
ENSG00000113013	UAA	2281
ENSG00000113013	UGA	4145
ENSG00000113013	UAA	2281
ENSG00000113013	UAG	4572
ENSG00000113013	UAA	2281
ENSG00000113013	UAA	2281
ENSG00000113013	UAG	4235
ENSG00000113013	UGA	4028
ENSG00000113013	UAA	289
ENSG00000113013	UAA	2281
ENSG00000113013	UAA	3704
ENSG00000113013	UGA	4145
ENSG00000113013	UAA	2281
ENSG00000113048	UAA	1487
ENSG00000113048	UAG	2514
ENSG00000113048	UAA	1487
ENSG00000113048	UAA	1500
ENSG00000113048	UGA	2399
ENSG00000113048	UAA	1487
ENSG00000113048	UGA	160
ENSG00000113048	UGA	1139
ENSG00000113048	UAA	1487
ENSG00000113048	UAA	5882
ENSG00000113048	UGA	313
ENSG00000113048	UAA	1487
ENSG00000113048	UGA	1862
ENSG00000113048	UAA	1381
ENSG00000113048	UGA	2758
ENSG00000113048	UAA	5956
ENSG00000113048	UAA	1506
ENSG00000113048	UAA	1487
ENSG00000113048	UAA	1487
ENSG00000113194	UGA	3124
ENSG00000113282	UAA	1359
ENSG00000113282	UGA	567
ENSG00000113282	UAA	1903
ENSG00000113282	UAA	241
ENSG00000113282	UAG	522
ENSG00000113282	UAA	1899
ENSG00000113312	UAA	472
ENSG00000113312	UAA	1158
ENSG00000113312	UGA	51
ENSG00000113312	UAA	640
ENSG00000113312	UAA	446
ENSG00000113312	UAA	571
ENSG00000113312	UAA	135
ENSG00000113312	UAA	478
ENSG00000113312	UAA	472
ENSG00000113312	UAG	951
ENSG00000113318	UAA	953
ENSG00000113318	UAA	7
ENSG00000113318	UGA	1404
ENSG00000113318	UAA	711
ENSG00000113318	UGA	1569
ENSG00000113328	UAA	59
ENSG00000113328	UGA	370
ENSG00000113328	UAA	222
ENSG00000113328	UAA	1346
ENSG00000113360	UAA	935
ENSG00000113360	UAA	298
ENSG00000113360	UAA	938
ENSG00000113384	UAA	1496
ENSG00000113384	UGA	524
ENSG00000113387	UAA	66
ENSG00000113387	UAA	2995
ENSG00000113387	UAA	239
ENSG00000113387	UGA	1335
ENSG00000113387	UAA	198
ENSG00000113387	UAA	116
ENSG00000113456	UAA	744
ENSG00000113456	UGA	593
ENSG00000113456	UGA	3505
ENSG00000113456	UGA	804
ENSG00000113460	UAA	501
ENSG00000113522	UAA	577
ENSG00000113522	UAA	3985
ENSG00000113522	UAA	967
ENSG00000113522	UAA	1125
ENSG00000113522	UGA	92
ENSG00000113522	UAG	3144
ENSG00000113522	UGA	1165
ENSG00000113522	UGA	3677
ENSG00000113522	UAA	3095
ENSG00000113552	UAG	1351
ENSG00000113552	UAG	1351
ENSG00000113552	UAG	1358
ENSG00000113552	UAG	1355
ENSG00000113552	UAG	116
ENSG00000113558	UGA	677
ENSG00000113558	UGA	377
ENSG00000113558	UGA	8798
ENSG00000113558	UGA	1090
ENSG00000113558	UGA	225
ENSG00000113558	UGA	161
ENSG00000113558	UGA	341
ENSG00000113575	UAA	3440
ENSG00000113575	UAA	645
ENSG00000113575	UAA	1447
ENSG00000113575	UAA	796
ENSG00000113575	UAG	847
ENSG00000113575	UAA	611
ENSG00000113575	UAA	3737
ENSG00000113583	UAA	1349
ENSG00000113593	UAA	0
ENSG00000113593	UAG	197
ENSG00000113593	UAA	145
ENSG00000113593	UAG	244
ENSG00000113593	UAA	153
ENSG00000113593	UGA	1797
ENSG00000113593	UAA	145
ENSG00000113593	UAG	1714
ENSG00000113593	UGA	238
ENSG00000113597	UAA	330
ENSG00000113597	UAA	482
ENSG00000113597	UGA	1622
ENSG00000113597	UGA	1458
ENSG00000113597	UGA	153
ENSG00000113597	UGA	155
ENSG00000113615	UGA	198
ENSG00000113615	UGA	2815
ENSG00000113615	UAA	605
ENSG00000113621	UAG	814
ENSG00000113621	UGA	2727
ENSG00000113621	UAG	172
ENSG00000113621	UAG	443
ENSG00000113621	UAG	1950
ENSG00000113638	UAG	1823
ENSG00000113638	UGA	4569
ENSG00000113638	UAA	727
ENSG00000113638	UGA	1299
ENSG00000113649	UAA	1319
ENSG00000113649	UAA	415
ENSG00000113649	UAA	381
ENSG00000113649	UAA	1319
ENSG00000113658	UGA	115
ENSG00000113658	UAA	5253
ENSG00000113658	UAG	341
ENSG00000113658	UAA	525
ENSG00000113658	UAA	5254
ENSG00000113712	UGA	1590
ENSG00000113712	UAA	799
ENSG00000113712	UAA	1068
ENSG00000113712	UAA	991
ENSG00000113712	UAA	349
ENSG00000113712	UAA	146
ENSG00000113712	UAA	3871
ENSG00000113712	UAG	247
ENSG00000113712	UGA	1672
ENSG00000113712	UAA	3491
ENSG00000113712	UAG	596
ENSG00000113712	UAA	3871
ENSG00000113712	UAA	1606
ENSG00000113712	UAA	799
ENSG00000113712	UAA	146
ENSG00000113716	UAA	631
ENSG00000113716	UAA	638
ENSG00000113716	UAA	950
ENSG00000113716	UAA	936
ENSG00000113732	UGA	530
ENSG00000113732	UGA	226
ENSG00000113732	UGA	1083
ENSG00000113732	UAG	461
ENSG00000113734	UGA	1007
ENSG00000113734	UGA	466
ENSG00000113734	UGA	420
ENSG00000113734	UGA	136
ENSG00000113734	UGA	419
ENSG00000113812	UGA	66
ENSG00000113812	UGA	217
ENSG00000113812	UGA	1653
ENSG00000113838	UAA	636
ENSG00000113838	UAA	904
ENSG00000113838	UAA	910
ENSG00000113845	UAG	168
ENSG00000113845	UAA	569
ENSG00000113845	UGA	67
ENSG00000113845	UAA	321
ENSG00000113845	UGA	293
ENSG00000113845	UAG	561
ENSG00000113845	UGA	1334
ENSG00000113851	UAG	710
ENSG00000113851	UAA	854
ENSG00000113851	UAA	192
ENSG00000113851	UAA	854
ENSG00000113851	UAA	854
ENSG00000114021	UAA	6367
ENSG00000114021	UGA	497
ENSG00000114021	UGA	324
ENSG00000114023	UAG	2503
ENSG00000114023	UAG	2497
ENSG00000114023	UAG	86
ENSG00000114023	UAG	2499
ENSG00000114023	UAG	2499
ENSG00000114023	UGA	2783
ENSG00000114023	UGA	2652
ENSG00000114023	UAG	2499
ENSG00000114023	UGA	2506
ENSG00000114023	UAG	521
ENSG00000114023	UGA	2830
ENSG00000114026	UGA	906
ENSG00000114026	UGA	567
ENSG00000114026	UAG	192
ENSG00000114026	UGA	764
ENSG00000114026	UGA	602
ENSG00000114026	UAG	257
ENSG00000114026	UAG	534
ENSG00000114026	UGA	79
ENSG00000114026	UGA	602
ENSG00000114026	UGA	281
ENSG00000114026	UAA	488
ENSG00000114026	UGA	242
ENSG00000114030	UGA	5083
ENSG00000114030	UGA	1222
ENSG00000114030	UGA	1191
ENSG00000114062	UAA	5409
ENSG00000114062	UAA	5409
ENSG00000114062	UAA	5409
ENSG00000114062	UAA	15
ENSG00000114062	UAA	1
ENSG00000114062	UAA	0
ENSG00000114062	UAG	6353
ENSG00000114062	UAA	1890
ENSG00000114062	UAA	1890
ENSG00000114062	UAA	31
ENSG00000114062	UAA	5409
ENSG00000114062	UAA	5409
ENSG00000114062	UAA	31
ENSG00000114062	UAA	1890
ENSG00000114062	UAA	5409
ENSG00000114062	UGA	2067
ENSG00000114098	UGA	657
ENSG00000114098	UGA	1608
ENSG00000114098	UGA	386
ENSG00000114098	UAG	341
ENSG00000114098	UGA	1638
ENSG00000114098	UGA	2492
ENSG00000114098	UGA	432
ENSG00000114098	UGA	362
ENSG00000114098	UGA	2481
ENSG00000114098	UGA	433
ENSG00000114098	UGA	41
ENSG00000114098	UAA	299
ENSG00000114098	UGA	502
ENSG00000114125	UGA	423
ENSG00000114125	UAG	671
ENSG00000114125	UGA	632
ENSG00000114125	UGA	2283
ENSG00000114125	UGA	487
ENSG00000114166	UGA	1879
ENSG00000114316	UAA	1149
ENSG00000114316	UGA	582
ENSG00000114316	UAA	462
ENSG00000114316	UGA	350
ENSG00000114316	UAA	277
ENSG00000114354	UAA	433
ENSG00000114354	UAG	806
ENSG00000114354	UAA	893
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UAG	822
ENSG00000114354	UAG	822
ENSG00000114354	UAA	433
ENSG00000114354	UAG	822
ENSG00000114354	UAG	806
ENSG00000114354	UAG	822
ENSG00000114354	UGA	870
ENSG00000114354	UAA	150
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UAA	893
ENSG00000114354	UAG	822
ENSG00000114354	UAG	822
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UGA	961
ENSG00000114354	UGA	522
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UAA	433
ENSG00000114354	UAG	1177
ENSG00000114354	UGA	931
ENSG00000114354	UAG	806
ENSG00000114383	UGA	1212
ENSG00000114383	UGA	440
ENSG00000114383	UGA	430
ENSG00000114383	UGA	291
ENSG00000114388	UGA	804
ENSG00000114388	UGA	1180
ENSG00000114388	UGA	637
ENSG00000114388	UGA	276
ENSG00000114388	UGA	546
ENSG00000114388	UGA	1381
ENSG00000114388	UGA	739
ENSG00000114388	UAG	1138
ENSG00000114503	UGA	1577
ENSG00000114503	UGA	1605
ENSG00000114503	UGA	1605
ENSG00000114503	UGA	85
ENSG00000114503	UGA	1964
ENSG00000114503	UGA	234
ENSG00000114520	UGA	123
ENSG00000114520	UAA	1129
ENSG00000114520	UGA	1149
ENSG00000114544	UAA	658
ENSG00000114544	UGA	283
ENSG00000114544	UAG	50
ENSG00000114544	UAA	160
ENSG00000114544	UAG	34
ENSG00000114544	UAG	203
ENSG00000114544	UAA	659
ENSG00000114650	UGA	3127
ENSG00000114650	UGA	2695
ENSG00000114650	UGA	173
ENSG00000114650	UAA	727
ENSG00000114650	UGA	118
ENSG00000114686	UAA	287
ENSG00000114686	UAA	167
ENSG00000114686	UAA	511
ENSG00000114735	UAG	259
ENSG00000114735	UAG	15751
ENSG00000114735	UAG	15749
ENSG00000114735	UAG	190
ENSG00000114735	UAG	5219
ENSG00000114735	UAG	255
ENSG00000114745	UAA	1503
ENSG00000114745	UGA	406
ENSG00000114745	UAA	1637
ENSG00000114745	UGA	2233
ENSG00000114745	UGA	1894
ENSG00000114745	UGA	2188
ENSG00000114745	UGA	2358
ENSG00000114745	UGA	1877
ENSG00000114745	UAA	1602
ENSG00000114745	UAA	1554
ENSG00000114745	UGA	2407
ENSG00000114745	UGA	1937
ENSG00000114745	UAA	1592
ENSG00000114745	UGA	1107
ENSG00000114745	UAA	1554
ENSG00000114745	UAA	1544
ENSG00000114745	UAA	1552
ENSG00000114745	UGA	506
ENSG00000114745	UAA	1554
ENSG00000114745	UAA	3014
ENSG00000114745	UAA	1621
ENSG00000114745	UAA	1602
ENSG00000114745	UAA	1554
ENSG00000114745	UGA	445
ENSG00000114745	UGA	1937
ENSG00000114745	UGA	2246
ENSG00000114784	UAA	410
ENSG00000114850	UAA	246
ENSG00000114850	UAG	62
ENSG00000114850	UAG	3650
ENSG00000114850	UAG	382
ENSG00000114850	UAG	21
ENSG00000114867	UGA	0
ENSG00000114867	UGA	449
ENSG00000114867	UGA	443
ENSG00000114867	UGA	109
ENSG00000114867	UGA	445
ENSG00000114867	UAG	4684
ENSG00000114867	UGA	443
ENSG00000114867	UGA	209
ENSG00000114867	UGA	109
ENSG00000114867	UGA	445
ENSG00000114867	UGA	391
ENSG00000114867	UGA	445
ENSG00000114867	UGA	2394
ENSG00000114867	UGA	450
ENSG00000114867	UGA	3012
ENSG00000114867	UGA	443
ENSG00000114902	UGA	3336
ENSG00000114902	UGA	345
ENSG00000114902	UGA	367
ENSG00000114904	UAA	37
ENSG00000114904	UAG	204
ENSG00000114904	UGA	3333
ENSG00000114904	UGA	268
ENSG00000114904	UGA	0
ENSG00000114942	UAG	635
ENSG00000114942	UAA	0
ENSG00000114942	UAA	45
ENSG00000114942	UGA	417
ENSG00000114942	UGA	253
ENSG00000114942	UAG	389
ENSG00000114942	UAA	45
ENSG00000114982	UGA	182
ENSG00000114982	UGA	2258
ENSG00000114982	UGA	2427
ENSG00000114982	UGA	237
ENSG00000114982	UGA	2518
ENSG00000114982	UGA	1214
ENSG00000114982	UGA	299
ENSG00000114982	UGA	1118
ENSG00000114982	UGA	2586
ENSG00000114982	UGA	4730
ENSG00000114982	UGA	2439
ENSG00000114982	UGA	2106
ENSG00000114982	UGA	4920
ENSG00000115053	UGA	229
ENSG00000115053	UAG	439
ENSG00000115053	UAG	383
ENSG00000115053	UGA	586
ENSG00000115053	UGA	1506
ENSG00000115053	UAG	0
ENSG00000115053	UAA	680
ENSG00000115053	UAG	641
ENSG00000115053	UAG	0
ENSG00000115053	UAG	383
ENSG00000115053	UAG	383
ENSG00000115053	UAG	312
ENSG00000115053	UAG	442
ENSG00000115053	UAG	1660
ENSG00000115073	UAG	919
ENSG00000115084	UGA	620
ENSG00000115084	UAG	749
ENSG00000115084	UGA	793
ENSG00000115084	UAG	8509
ENSG00000115145	UAG	3773
ENSG00000115170	UGA	1028
ENSG00000115170	UGA	1082
ENSG00000115170	UGA	215
ENSG00000115170	UGA	1070
ENSG00000115170	UGA	1087
ENSG00000115170	UGA	1070
ENSG00000115170	UGA	1087
ENSG00000115170	UGA	909
ENSG00000115170	UGA	1010
ENSG00000115170	UGA	1280
ENSG00000115170	UGA	1302
ENSG00000115170	UGA	1085
ENSG00000115170	UGA	1087
ENSG00000115170	UGA	1085
ENSG00000115170	UGA	1280
ENSG00000115170	UGA	1028
ENSG00000115170	UGA	1280
ENSG00000115207	UAG	826
ENSG00000115207	UAG	178
ENSG00000115207	UAG	821
ENSG00000115207	UGA	335
ENSG00000115207	UGA	234
ENSG00000115207	UGA	353
ENSG00000115211	UGA	1
ENSG00000115211	UGA	48
ENSG00000115211	UGA	1
ENSG00000115211	UGA	19
ENSG00000115211	UAA	861
ENSG00000115211	UGA	688
ENSG00000115216	UAG	443
ENSG00000115216	UAG	447
ENSG00000115216	UAG	447
ENSG00000115233	UAA	317
ENSG00000115234	UAA	816
ENSG00000115234	UGA	1666
ENSG00000115234	UAG	1627
ENSG00000115234	UAA	1349
ENSG00000115234	UAA	814
ENSG00000115274	UGA	226
ENSG00000115274	UAG	323
ENSG00000115274	UAA	80
ENSG00000115275	UGA	1611
ENSG00000115275	UGA	1962
ENSG00000115275	UGA	149
ENSG00000115275	UGA	2151
ENSG00000115275	UGA	1981
ENSG00000115275	UGA	1824
ENSG00000115275	UGA	173
ENSG00000115275	UGA	0
ENSG00000115275	UGA	218
ENSG00000115275	UGA	1867
ENSG00000115275	UGA	96
ENSG00000115275	UGA	157
ENSG00000115275	UAG	0
ENSG00000115275	UGA	1900
ENSG00000115275	UGA	155
ENSG00000115286	UGA	1167
ENSG00000115286	UGA	2174
ENSG00000115286	UAG	96
ENSG00000115286	UGA	138
ENSG00000115286	UGA	125
ENSG00000115286	UAG	734
ENSG00000115286	UGA	524
ENSG00000115289	UAG	100
ENSG00000115307	UGA	148
ENSG00000115307	UGA	328
ENSG00000115310	UGA	967
ENSG00000115310	UGA	969
ENSG00000115310	UGA	571
ENSG00000115310	UGA	967
ENSG00000115310	UAA	46
ENSG00000115310	UGA	967
ENSG00000115310	UGA	967
ENSG00000115310	UGA	967
ENSG00000115310	UGA	967
ENSG00000115310	UGA	967
ENSG00000115317	UGA	347
ENSG00000115317	UGA	365
ENSG00000115317	UGA	207
ENSG00000115317	UGA	334
ENSG00000115317	UGA	491
ENSG00000115350	UGA	706
ENSG00000115364	UGA	235
ENSG00000115364	UGA	192
ENSG00000115364	UAA	184
ENSG00000115364	UGA	157
ENSG00000115364	UGA	6921
ENSG00000115368	UGA	2386
ENSG00000115368	UAG	3992
ENSG00000115368	UAA	135
ENSG00000115446	UAA	211
ENSG00000115446	UAA	227
ENSG00000115446	UAA	211
ENSG00000115446	UAA	211
ENSG00000115446	UAA	211
ENSG00000115459	UGA	641
ENSG00000115459	UGA	788
ENSG00000115459	UGA	423
ENSG00000115459	UGA	1789
ENSG00000115459	UGA	786
ENSG00000115459	UGA	231
ENSG00000115459	UGA	1321
ENSG00000115459	UGA	826
ENSG00000115459	UGA	786
ENSG00000115459	UGA	1250
ENSG00000115459	UGA	786
ENSG00000115459	UGA	1327
ENSG00000115484	UAA	567
ENSG00000115484	UAA	607
ENSG00000115514	UGA	0
ENSG00000115514	UAA	541
ENSG00000115514	UAG	700
ENSG00000115514	UGA	185
ENSG00000115514	UAA	417
ENSG00000115514	UAA	387
ENSG00000115520	UAA	244
ENSG00000115520	UAA	486
ENSG00000115520	UAA	1386
ENSG00000115524	UGA	137
ENSG00000115524	UAA	1582
ENSG00000115524	UGA	462
ENSG00000115524	UGA	136
ENSG00000115524	UAA	8770
ENSG00000115524	UAA	2519
ENSG00000115524	UGA	7962
ENSG00000115540	UGA	170
ENSG00000115540	UGA	3053
ENSG00000115540	UGA	633
ENSG00000115540	UAA	971
ENSG00000115540	UGA	1047
ENSG00000115540	UGA	366
ENSG00000115540	UGA	3053
ENSG00000115568	UAG	5083
ENSG00000115568	UGA	5010
ENSG00000115568	UAG	5083
ENSG00000115568	UGA	423
ENSG00000115652	UGA	422
ENSG00000115652	UGA	518
ENSG00000115652	UGA	715
ENSG00000115661	UGA	1778
ENSG00000115661	UGA	1778
ENSG00000115661	UGA	187
ENSG00000115661	UGA	143
ENSG00000115661	UGA	332
ENSG00000115677	UGA	302
ENSG00000115677	UAA	377
ENSG00000115677	UAA	2310
ENSG00000115677	UAA	2334
ENSG00000115677	UAA	2337
ENSG00000115677	UAA	389
ENSG00000115685	UGA	201
ENSG00000115685	UGA	162
ENSG00000115685	UGA	106
ENSG00000115685	UGA	106
ENSG00000115685	UGA	106
ENSG00000115685	UGA	829
ENSG00000115685	UGA	189
ENSG00000115685	UGA	104
ENSG00000115685	UGA	23
ENSG00000115758	UAG	299
ENSG00000115758	UAG	119
ENSG00000115758	UAG	297
ENSG00000115758	UAG	756
ENSG00000115758	UAG	123
ENSG00000115758	UGA	1910
ENSG00000115761	UGA	3774
ENSG00000115761	UAA	1086
ENSG00000115761	UGA	1303
ENSG00000115761	UGA	1305
ENSG00000115761	UGA	3774
ENSG00000115761	UGA	5335
ENSG00000115761	UGA	2207
ENSG00000115761	UGA	1317
ENSG00000115761	UGA	6962
ENSG00000115761	UGA	3774
ENSG00000115761	UGA	2484
ENSG00000115761	UAA	1359
ENSG00000115806	UAA	325
ENSG00000115806	UGA	1884
ENSG00000115806	UGA	328
ENSG00000115806	UAA	1000
ENSG00000115806	UAA	329
ENSG00000115816	UGA	152
ENSG00000115839	UGA	4169
ENSG00000115839	UGA	4945
ENSG00000115839	UGA	4811
ENSG00000115839	UGA	1929
ENSG00000115839	UAA	2679
ENSG00000115839	UGA	4390
ENSG00000115839	UGA	1300
ENSG00000115839	UGA	520
ENSG00000115839	UAA	953
ENSG00000115839	UGA	1208
ENSG00000115839	UGA	4500
ENSG00000115875	UGA	2284
ENSG00000115875	UGA	240
ENSG00000115875	UAA	390
ENSG00000115875	UGA	1534
ENSG00000115875	UAA	1408
ENSG00000115875	UGA	416
ENSG00000115875	UGA	1534
ENSG00000115875	UAA	1422
ENSG00000115875	UGA	1423
ENSG00000115875	UGA	440
ENSG00000115944	UGA	289
ENSG00000115944	UGA	1881
ENSG00000115944	UGA	228
ENSG00000115944	UGA	1881
ENSG00000115944	UAG	744
ENSG00000115946	UGA	1436
ENSG00000115946	UAA	187
ENSG00000115947	UGA	5113
ENSG00000115947	UGA	5114
ENSG00000115947	UGA	5113
ENSG00000115947	UGA	5113
ENSG00000115947	UGA	5113
ENSG00000115966	UGA	391
ENSG00000115966	UGA	2350
ENSG00000115966	UGA	596
ENSG00000115966	UGA	2355
ENSG00000115966	UGA	329
ENSG00000115966	UGA	104
ENSG00000115966	UGA	2344
ENSG00000115966	UGA	2359
ENSG00000115966	UGA	1467
ENSG00000115966	UGA	1467
ENSG00000115966	UGA	104
ENSG00000115966	UGA	955
ENSG00000115966	UGA	539
ENSG00000115966	UGA	628
ENSG00000115966	UAA	443
ENSG00000115966	UAG	318
ENSG00000115970	UGA	97
ENSG00000115970	UGA	1522
ENSG00000115970	UAA	904
ENSG00000115970	UGA	4874
ENSG00000115970	UGA	97
ENSG00000115970	UAA	132
ENSG00000115970	UGA	241
ENSG00000115970	UAG	4178
ENSG00000115970	UGA	4559
ENSG00000115970	UGA	96
ENSG00000116001	UGA	2515
ENSG00000116001	UGA	402
ENSG00000116001	UGA	3275
ENSG00000116001	UAA	252
ENSG00000116001	UAA	152
ENSG00000116001	UAA	86
ENSG00000116001	UGA	3275
ENSG00000116005	UGA	3793
ENSG00000116005	UGA	2061
ENSG00000116030	UGA	489
ENSG00000116030	UAG	485
ENSG00000116030	UAG	617
ENSG00000116030	UAG	222
ENSG00000116030	UAG	245
ENSG00000116030	UAG	1071
ENSG00000116030	UAG	603
ENSG00000116030	UGA	385
ENSG00000116030	UAG	402
ENSG00000116044	UAG	406
ENSG00000116044	UAG	1848
ENSG00000116044	UAG	477
ENSG00000116044	UAA	1131
ENSG00000116044	UGA	1840
ENSG00000116044	UAG	371
ENSG00000116044	UAG	477
ENSG00000116044	UAA	740
ENSG00000116044	UAG	480
ENSG00000116044	UAG	268
ENSG00000116044	UAG	368
ENSG00000116044	UAG	569
ENSG00000116044	UAG	268
ENSG00000116044	UAG	74
ENSG00000116044	UAG	450
ENSG00000116044	UAG	409
ENSG00000116044	UAG	368
ENSG00000116044	UAG	2220
ENSG00000116044	UAG	232
ENSG00000116044	UAA	1693
ENSG00000116044	UAA	382
ENSG00000116044	UAG	350
ENSG00000116044	UAG	477
ENSG00000116044	UAG	408
ENSG00000116044	UAG	477
ENSG00000116044	UAG	408
ENSG00000116044	UAG	477
ENSG00000116044	UGA	617
ENSG00000116044	UAA	3200
ENSG00000116044	UAG	480
ENSG00000116044	UAG	477
ENSG00000116044	UAG	347
ENSG00000116044	UGA	191
ENSG00000116044	UAG	116
ENSG00000116044	UAG	258
