Gene	Codon	Length
ENSG00000107147	UGA	9
ENSG00000114455	UAG	0
ENSG00000064225	UGA	0
ENSG00000269335	UAG	6
ENSG00000145087	UAA	4
ENSG00000169251	UAG	0
ENSG00000115211	UGA	1
ENSG00000196504	UGA	0
ENSG00000012048	UGA	0
ENSG00000151789	UAA	0
ENSG00000012048	UGA	0
ENSG00000151136	UGA	0
ENSG00000144857	UGA	0
ENSG00000087053	UAA	0
ENSG00000144815	UAG	0
ENSG00000077279	UAA	4
ENSG00000079277	UGA	0
ENSG00000114757	UAG	0
ENSG00000114573	UAG	0
ENSG00000053918	UGA	0
ENSG00000145087	UAA	4
ENSG00000143970	UGA	0
ENSG00000012048	UGA	0
ENSG00000087053	UAA	0
ENSG00000169239	UGA	0
ENSG00000173226	UGA	0
ENSG00000106028	UAG	0
ENSG00000162813	UGA	0
ENSG00000068885	UAA	0
ENSG00000196597	UGA	0
ENSG00000008838	UGA	0
ENSG00000087266	UGA	0
ENSG00000174123	UGA	0
ENSG00000159363	UAG	4
ENSG00000113448	UAA	7
ENSG00000130844	UGA	0
ENSG00000069018	UAG	0
ENSG00000164256	UAA	0
ENSG00000081189	UAA	0
ENSG00000250374	UGA	0
ENSG00000165671	UAG	0
ENSG00000249156	UAA	0
ENSG00000087266	UGA	0
ENSG00000087008	UAG	0
ENSG00000273841	UAA	0
ENSG00000184305	UGA	0
ENSG00000157765	UAG	0
ENSG00000141510	UGA	0
ENSG00000198522	UAG	9
ENSG00000189337	UGA	0
ENSG00000168421	UAA	0
ENSG00000129187	UAA	0
ENSG00000138668	UAA	0
ENSG00000168421	UAA	0
ENSG00000163349	UGA	0
ENSG00000168421	UAA	0
ENSG00000127418	UAG	0
ENSG00000087266	UGA	0
ENSG00000160789	UAA	0
ENSG00000248672	UAA	0
ENSG00000143257	UGA	0
ENSG00000248672	UAA	0
ENSG00000090316	UAG	8
ENSG00000104856	UAG	0
ENSG00000113593	UAA	0
ENSG00000173610	UAG	0
ENSG00000118816	UGA	0
ENSG00000151883	UAA	0
ENSG00000164211	UGA	4
ENSG00000169045	UAG	0
ENSG00000168214	UAA	2
ENSG00000157514	UGA	0
ENSG00000074966	UGA	0
ENSG00000113396	UAA	0
ENSG00000087088	UGA	3
ENSG00000116747	UGA	0
ENSG00000152670	UAG	0
ENSG00000136504	UAA	0
ENSG00000173011	UGA	0
ENSG00000169045	UGA	0
ENSG00000153113	UGA	0
ENSG00000197860	UAG	0
ENSG00000152670	UAG	0
ENSG00000138668	UAA	0
ENSG00000163743	UGA	0
ENSG00000113013	UGA	9
ENSG00000198189	UAA	1
ENSG00000134982	UAA	0
ENSG00000168310	UAG	0
ENSG00000163913	UGA	0
ENSG00000185305	UGA	4
ENSG00000138757	UGA	0
ENSG00000168421	UAA	0
ENSG00000109572	UGA	0
ENSG00000168818	UGA	0
ENSG00000048342	UAA	5
ENSG00000165671	UAG	0
ENSG00000169045	UGA	0
ENSG00000118785	UAA	0
ENSG00000087266	UGA	0
ENSG00000091527	UAA	6
ENSG00000168421	UAA	0
ENSG00000125089	UGA	0
ENSG00000153064	UAA	5
ENSG00000164338	UAG	0
ENSG00000143257	UGA	0
ENSG00000141510	UGA	0
ENSG00000153113	UAA	0
ENSG00000165671	UAG	0
ENSG00000168685	UGA	0
ENSG00000173210	UAG	9
ENSG00000162779	UGA	0
ENSG00000170891	UAA	7
ENSG00000273841	UAA	0
ENSG00000172244	UAG	0
ENSG00000145348	UGA	0
ENSG00000083857	UAG	0
ENSG00000141510	UGA	0
ENSG00000134982	UAA	0
ENSG00000153113	UAA	0
ENSG00000152700	UAA	1
ENSG00000164253	UGA	0
ENSG00000280987	UAA	9
ENSG00000092421	UAA	0
ENSG00000164308	UAA	0
ENSG00000169045	UGA	0
ENSG00000132465	UAA	9
ENSG00000155011	UGA	9
ENSG00000109814	UGA	0
ENSG00000145495	UAA	0
ENSG00000152359	UAA	4
ENSG00000283740	UAG	0
ENSG00000138780	UGA	0
ENSG00000125089	UGA	0
ENSG00000168421	UAA	0
ENSG00000145147	UGA	0
ENSG00000109758	UGA	0
ENSG00000167083	UGA	0
ENSG00000175449	UGA	0
ENSG00000204909	UAA	10
ENSG00000109452	UAA	0
ENSG00000168421	UAA	0
ENSG00000124678	UGA	0
ENSG00000087266	UGA	0
ENSG00000164304	UAA	0
ENSG00000273841	UAA	0
ENSG00000134982	UAA	0
ENSG00000138696	UGA	0
ENSG00000043143	UAA	0
ENSG00000186468	UGA	10
ENSG00000198099	UAA	0
ENSG00000138772	UAA	0
ENSG00000039560	UAA	0
ENSG00000143252	UAG	0
ENSG00000087266	UGA	0
ENSG00000169045	UAG	0
ENSG00000164512	UGA	6
ENSG00000080822	UGA	6
ENSG00000113569	UAA	0
ENSG00000168421	UAA	0
ENSG00000105219	UGA	4
ENSG00000138670	UAA	2
ENSG00000152503	UAG	0
ENSG00000169223	UGA	0
ENSG00000174796	UGA	0
ENSG00000164253	UGA	0
ENSG00000109458	UGA	0
ENSG00000164327	UGA	0
ENSG00000181381	UGA	0
ENSG00000091490	UAA	0
ENSG00000141510	UGA	0
ENSG00000121236	UGA	3
ENSG00000197712	UGA	3
ENSG00000168621	UGA	0
ENSG00000145920	UAA	8
ENSG00000169045	UAG	0
ENSG00000145214	UAG	5
ENSG00000122008	UAA	6
ENSG00000183876	UGA	0
ENSG00000168421	UAA	0
ENSG00000078177	UGA	0
ENSG00000168421	UAA	0
ENSG00000169045	UAG	0
ENSG00000168421	UAA	0
ENSG00000168575	UGA	0
ENSG00000133943	UAG	0
ENSG00000104231	UGA	7
ENSG00000147687	UGA	5
ENSG00000160255	UGA	0
ENSG00000079102	UAG	0
ENSG00000055147	UAG	0
ENSG00000077264	UAA	0
ENSG00000079102	UAG	0
ENSG00000168575	UGA	0
ENSG00000164756	UGA	0
ENSG00000104435	UGA	7
ENSG00000104804	UAG	0
ENSG00000104760	UAA	8
ENSG00000067167	UAA	0
ENSG00000168575	UGA	0
ENSG00000101336	UGA	0
ENSG00000164951	UAA	0
ENSG00000188343	UAA	0
ENSG00000079102	UAG	0
ENSG00000079102	UAG	0
ENSG00000147481	UGA	0
ENSG00000253873	UAA	10
ENSG00000079102	UAG	0
ENSG00000158941	UAA	8
ENSG00000136986	UGA	5
ENSG00000155970	UAA	3
ENSG00000157168	UAA	3
ENSG00000104427	UGA	9
ENSG00000155508	UAG	0
ENSG00000104763	UGA	0
ENSG00000129951	UAG	0
ENSG00000180694	UGA	0
ENSG00000104231	UGA	7
ENSG00000184428	UGA	0
ENSG00000170091	UAG	0
ENSG00000079102	UAG	0
ENSG00000145907	UAG	0
ENSG00000173818	UGA	0
ENSG00000168575	UGA	0
ENSG00000196092	UGA	9
ENSG00000167904	UAA	0
ENSG00000104490	UGA	0
ENSG00000145901	UGA	0
ENSG00000214357	UAG	0
ENSG00000170271	UAA	9
ENSG00000104804	UAG	0
ENSG00000145901	UGA	0
ENSG00000169045	UAG	0
ENSG00000147316	UAG	0
ENSG00000158941	UAG	1
ENSG00000111879	UGA	0
ENSG00000133742	UGA	0
ENSG00000196092	UGA	9
ENSG00000184428	UAA	0
ENSG00000167904	UAG	0
ENSG00000145901	UGA	0
ENSG00000170873	UAG	0
ENSG00000137648	UAA	0
ENSG00000188877	UGA	0
ENSG00000037749	UAA	0
ENSG00000163635	UGA	0
ENSG00000081059	UAG	0
ENSG00000157168	UAA	0
ENSG00000183137	UGA	0
ENSG00000221914	UAA	0
ENSG00000080823	UGA	0
ENSG00000129292	UAA	0
ENSG00000128694	UGA	0
ENSG00000168575	UAG	0
ENSG00000133742	UGA	0
ENSG00000164758	UAA	0
ENSG00000214357	UAG	0
ENSG00000147408	UGA	0
ENSG00000105483	UGA	0
ENSG00000147526	UGA	0
ENSG00000196092	UGA	2
ENSG00000104804	UAG	0
ENSG00000136986	UGA	1
ENSG00000197892	UGA	10
ENSG00000196092	UGA	9
ENSG00000156482	UAA	1
ENSG00000196591	UAA	0
ENSG00000176406	UAG	0
ENSG00000120910	UAG	0
ENSG00000091656	UAG	0
ENSG00000008853	UAG	0
ENSG00000254093	UGA	0
ENSG00000156675	UAG	0
ENSG00000104412	UAG	0
ENSG00000185697	UAA	0
ENSG00000196092	UGA	2
ENSG00000150433	UAA	0
ENSG00000211452	UAA	0
ENSG00000197858	UGA	0
ENSG00000137502	UAA	0
ENSG00000112339	UAA	0
ENSG00000110075	UGA	0
ENSG00000165046	UAA	0
ENSG00000165490	UAG	3
ENSG00000166575	UAA	0
ENSG00000143842	UAG	0
ENSG00000175220	UGA	0
ENSG00000130270	UGA	0
ENSG00000172409	UAG	0
ENSG00000123444	UAA	9
ENSG00000133316	UGA	0
ENSG00000159063	UGA	0
ENSG00000110422	UGA	0
ENSG00000108312	UGA	2
ENSG00000177542	UGA	0
ENSG00000110435	UAG	5
ENSG00000110427	UAA	0
ENSG00000179950	UGA	0
ENSG00000005801	UGA	1
ENSG00000149273	UAA	3
ENSG00000110693	UGA	0
ENSG00000073921	UAA	9
ENSG00000175097	UAG	0
ENSG00000196150	UGA	0
ENSG00000150672	UAA	0
ENSG00000179532	UGA	6
ENSG00000179950	UGA	0
ENSG00000172893	UAA	0
ENSG00000184363	UAG	0
ENSG00000150672	UAA	0
ENSG00000150687	UGA	0
ENSG00000166801	UGA	0
ENSG00000173039	UGA	0
ENSG00000166387	UGA	0
ENSG00000134153	UAG	4
ENSG00000143248	UAG	0
ENSG00000185670	UAA	0
ENSG00000132781	UGA	0
ENSG00000178209	UGA	0
ENSG00000184363	UAG	0
ENSG00000185187	UAG	0
ENSG00000158055	UAA	0
ENSG00000185187	UAG	0
ENSG00000177685	UGA	0
ENSG00000129167	UAA	0
ENSG00000100678	UAA	0
ENSG00000137502	UGA	0
ENSG00000111087	UGA	0
ENSG00000148926	UAA	10
ENSG00000159314	UGA	0
ENSG00000158773	UAG	9
ENSG00000150782	UAG	0
ENSG00000254598	UAA	2
ENSG00000137699	UGA	4
ENSG00000110497	UAG	0
ENSG00000137699	UGA	4
ENSG00000175097	UAG	0
ENSG00000086205	UAA	0
ENSG00000079819	UAA	0
ENSG00000070081	UGA	0
ENSG00000108312	UGA	2
ENSG00000154114	UAA	0
ENSG00000008517	UGA	0
ENSG00000175115	UGA	2
ENSG00000166801	UGA	0
ENSG00000167996	UGA	0
ENSG00000079459	UGA	0
ENSG00000109919	UGA	0
ENSG00000166444	UAA	0
ENSG00000226430	UGA	0
ENSG00000166478	UAA	0
ENSG00000100926	UAA	0
ENSG00000185187	UAG	0
ENSG00000110080	UGA	0
ENSG00000019485	UAG	0
ENSG00000139618	UAA	0
ENSG00000165494	UGA	0
ENSG00000116337	UGA	0
ENSG00000110075	UAA	0
ENSG00000166801	UGA	0
ENSG00000196172	UAA	0
ENSG00000173599	UGA	0
ENSG00000116337	UGA	0
ENSG00000117859	UAG	0
ENSG00000184363	UAG	0
ENSG00000118058	UAA	0
ENSG00000104529	UGA	0
ENSG00000251247	UGA	0
ENSG00000162300	UGA	0
ENSG00000135373	UAG	0
ENSG00000159063	UGA	0
ENSG00000175097	UAG	0
ENSG00000168056	UGA	0
ENSG00000149311	UGA	0
ENSG00000023697	UAA	5
ENSG00000110042	UGA	0
ENSG00000086205	UAA	5
ENSG00000151364	UGA	0
ENSG00000179950	UGA	0
ENSG00000184363	UAG	0
ENSG00000137699	UGA	4
ENSG00000168522	UAA	0
ENSG00000143442	UAG	0
ENSG00000117625	UAG	0
ENSG00000120457	UGA	0
ENSG00000148950	UAG	7
ENSG00000100678	UAA	0
ENSG00000072952	UAG	8
ENSG00000196378	UAA	0
ENSG00000184363	UAG	0
ENSG00000196378	UAA	0
ENSG00000220948	UGA	0
ENSG00000011677	UAG	0
ENSG00000141404	UGA	0
ENSG00000224940	UGA	0
ENSG00000114904	UGA	0
ENSG00000143224	UAG	10
ENSG00000123700	UGA	0
ENSG00000177084	UAG	7
ENSG00000105676	UGA	0
ENSG00000173262	UGA	0
ENSG00000176871	UAA	0
ENSG00000256797	UAA	0
ENSG00000167139	UGA	0
ENSG00000139112	UGA	0
ENSG00000011347	UGA	0
ENSG00000152583	UGA	0
ENSG00000149452	UGA	9
ENSG00000256590	UAG	0
ENSG00000256463	UAG	0
ENSG00000028137	UAG	0
ENSG00000159842	UAG	0
ENSG00000111181	UAG	0
ENSG00000170374	UGA	0
ENSG00000136014	UGA	0
ENSG00000120160	UGA	0
ENSG00000158560	UGA	0
ENSG00000185737	UGA	0
ENSG00000151414	UAA	0
ENSG00000117090	UGA	0
ENSG00000175164	UAG	0
ENSG00000101542	UGA	0
ENSG00000072110	UAA	0
ENSG00000111581	UAA	0
ENSG00000143106	UAA	0
ENSG00000204305	UGA	0
ENSG00000111364	UGA	4
ENSG00000164627	UGA	0
ENSG00000108423	UGA	5
ENSG00000102755	UGA	0
ENSG00000140557	UAG	0
ENSG00000182149	UGA	0
ENSG00000089693	UGA	0
ENSG00000168003	UGA	0
ENSG00000060339	UAG	0
ENSG00000087088	UGA	0
ENSG00000135090	UGA	0
ENSG00000183317	UGA	0
ENSG00000117650	UAG	0
ENSG00000110906	UGA	0
ENSG00000139433	UAG	10
ENSG00000167077	UAA	0
ENSG00000150967	UGA	0
ENSG00000127616	UGA	0
ENSG00000174099	UGA	5
ENSG00000196118	UGA	9
ENSG00000166037	UGA	0
ENSG00000167964	UGA	0
ENSG00000175582	UAA	4
ENSG00000151611	UAA	0
ENSG00000111652	UGA	0
ENSG00000198000	UAA	0
ENSG00000063601	UGA	0
ENSG00000134333	UAA	0
ENSG00000051128	UGA	0
ENSG00000110841	UGA	0
ENSG00000011347	UGA	0
ENSG00000165714	UAG	7
ENSG00000002016	UGA	0
ENSG00000134759	UAA	7
ENSG00000011347	UGA	0
ENSG00000196498	UGA	1
ENSG00000197905	UGA	0
ENSG00000130921	UGA	0
ENSG00000205744	UAA	6
ENSG00000120253	UAG	0
ENSG00000060339	UGA	0
ENSG00000123297	UGA	0
ENSG00000187186	UAA	2
ENSG00000198393	UGA	0
ENSG00000177192	UAG	0
ENSG00000074621	UGA	1
ENSG00000117477	UGA	0
ENSG00000214530	UGA	4
ENSG00000139197	UAA	0
ENSG00000134627	UGA	0
ENSG00000124155	UGA	0
ENSG00000236980	UGA	2
ENSG00000139112	UGA	0
ENSG00000166206	UGA	0
ENSG00000125386	UGA	0
ENSG00000186439	UGA	0
ENSG00000176371	UGA	0
ENSG00000058272	UAA	6
ENSG00000111012	UGA	0
ENSG00000106799	UAA	0
ENSG00000151239	UAG	0
ENSG00000135655	UAA	0
ENSG00000089060	UGA	0
ENSG00000110911	UAA	5
ENSG00000175203	UGA	10
ENSG00000139291	UAG	5
ENSG00000185046	UGA	0
ENSG00000180481	UGA	2
ENSG00000106799	UAA	0
ENSG00000139567	UAG	0
ENSG00000135452	UGA	2
ENSG00000139209	UAG	0
ENSG00000011465	UAA	0
ENSG00000257446	UAG	0
ENSG00000123411	UAG	0
ENSG00000161800	UGA	0
ENSG00000011465	UAG	0
ENSG00000120832	UAA	0
ENSG00000157227	UAG	0
ENSG00000123358	UAA	0
ENSG00000087502	UAG	0
ENSG00000087470	UGA	0
ENSG00000136044	UAA	0
ENSG00000139218	UGA	0
ENSG00000123352	UAA	0
ENSG00000198270	UAA	0
ENSG00000091039	UAA	0
ENSG00000110880	UGA	0
ENSG00000139636	UGA	0
ENSG00000111596	UAG	0
ENSG00000152556	UAA	0
ENSG00000094916	UAA	0
ENSG00000169203	UGA	0
ENSG00000223547	UGA	0
ENSG00000130477	UAG	3
ENSG00000173451	UAA	0
ENSG00000070961	UAG	0
ENSG00000012504	UGA	0
ENSG00000087470	UGA	0
ENSG00000180263	UAG	0
ENSG00000177426	UAA	4
ENSG00000139567	UAG	0
ENSG00000075089	UAA	0
ENSG00000181852	UGA	0
ENSG00000118596	UAA	6
ENSG00000120832	UGA	8
ENSG00000181852	UGA	3
ENSG00000185046	UAA	0
ENSG00000134291	UAA	0
ENSG00000106799	UAA	0
ENSG00000181852	UAA	0
ENSG00000175197	UGA	0
ENSG00000197111	UAA	0
ENSG00000123405	UGA	0
ENSG00000184613	UAA	0
ENSG00000089009	UGA	0
ENSG00000166888	UGA	0
ENSG00000072110	UGA	0
ENSG00000166888	UGA	0
ENSG00000100968	UGA	0
ENSG00000166888	UGA	0
ENSG00000166165	UGA	2
ENSG00000137070	UAG	0
ENSG00000129473	UGA	0
ENSG00000211448	UAG	0
ENSG00000075891	UGA	0
ENSG00000139350	UAG	0
ENSG00000165792	UGA	0
ENSG00000100968	UGA	0
ENSG00000118307	UGA	0
ENSG00000150527	UGA	0
ENSG00000100968	UGA	0
ENSG00000126822	UGA	0
ENSG00000054654	UGA	0
ENSG00000066427	UAG	0
ENSG00000100968	UGA	0
ENSG00000182732	UGA	4
ENSG00000165588	UGA	0
ENSG00000142208	UGA	0
ENSG00000119661	UAA	0
ENSG00000126777	UGA	0
ENSG00000125375	UAA	0
ENSG00000100968	UGA	0
ENSG00000165588	UGA	0
ENSG00000165861	UAA	0
ENSG00000100473	UAA	8
ENSG00000126785	UGA	0
ENSG00000006377	UGA	7
ENSG00000100575	UAG	0
ENSG00000182732	UGA	0
ENSG00000100968	UGA	0
ENSG00000119655	UAA	0
ENSG00000133958	UGA	0
ENSG00000165588	UGA	0
ENSG00000166888	UGA	0
ENSG00000119661	UAG	0
ENSG00000137070	UAG	0
ENSG00000165410	UAA	7
ENSG00000100968	UGA	0
ENSG00000092199	UAG	0
ENSG00000100478	UGA	0
ENSG00000166888	UGA	0
ENSG00000100968	UGA	0
ENSG00000140105	UAA	0
ENSG00000119632	UAA	10
ENSG00000125952	UAA	0
ENSG00000080815	UGA	0
ENSG00000173464	UAA	0
ENSG00000049768	UGA	0
ENSG00000135424	UAG	0
ENSG00000259030	UGA	0
ENSG00000140105	UGA	0
ENSG00000033170	UGA	0
ENSG00000100823	UAG	0
ENSG00000100478	UGA	0
ENSG00000087301	UAG	0
ENSG00000013523	UGA	0
ENSG00000166888	UGA	0
ENSG00000140067	UAG	5
ENSG00000140105	UAG	0
ENSG00000198513	UAA	0
ENSG00000100968	UGA	0
ENSG00000134152	UGA	0
ENSG00000130164	UGA	7
ENSG00000140598	UAG	0
ENSG00000035664	UAA	0
ENSG00000128891	UAA	6
ENSG00000166949	UAG	0
ENSG00000134160	UAG	0
ENSG00000185787	UGA	10
ENSG00000140199	UAA	0
ENSG00000249961	UGA	0
ENSG00000166949	UAG	0
ENSG00000185787	UAA	0
ENSG00000137831	UAA	0
ENSG00000166949	UAG	0
ENSG00000166949	UAG	0
ENSG00000134160	UAG	0
ENSG00000103740	UAA	0
ENSG00000166949	UAG	0
ENSG00000134138	UAA	2
ENSG00000104081	UAG	0
ENSG00000172183	UGA	0
ENSG00000166411	UGA	0
ENSG00000140416	UGA	0
ENSG00000137872	UGA	0
ENSG00000181827	UAA	0
ENSG00000140471	UAA	0
ENSG00000177548	UGA	0
ENSG00000140859	UGA	0
ENSG00000140948	UAA	9
ENSG00000167139	UGA	1
ENSG00000170540	UGA	0
ENSG00000067221	UAA	0
ENSG00000140859	UAG	0
ENSG00000102935	UGA	0
ENSG00000103429	UGA	10
ENSG00000103494	UGA	0
ENSG00000186073	UGA	0
ENSG00000141076	UGA	0
ENSG00000088682	UGA	0
ENSG00000103855	UGA	0
ENSG00000156642	UAA	0
ENSG00000196470	UAA	0
ENSG00000157106	UGA	0
ENSG00000167173	UAG	0
ENSG00000260170	UGA	0
ENSG00000174442	UAA	0
ENSG00000174628	UGA	6
ENSG00000005189	UGA	0
ENSG00000213658	UGA	7
ENSG00000103266	UGA	7
ENSG00000128881	UGA	0
ENSG00000103051	UAA	1
ENSG00000087258	UGA	2
ENSG00000260861	UGA	4
ENSG00000169375	UAA	0
ENSG00000140939	UGA	0
ENSG00000225973	UGA	0
ENSG00000169375	UAA	0
ENSG00000197943	UGA	0
ENSG00000159593	UGA	0
ENSG00000092529	UGA	0
ENSG00000167377	UAG	0
ENSG00000136404	UAA	0
ENSG00000169180	UAG	0
ENSG00000103546	UGA	0
ENSG00000140848	UGA	0
ENSG00000157045	UAG	0
ENSG00000070915	UAA	0
ENSG00000104164	UAA	0
ENSG00000180209	UAG	4
ENSG00000103994	UAG	0
ENSG00000140743	UGA	0
ENSG00000184517	UAA	2
ENSG00000213380	UGA	0
ENSG00000169783	UGA	0
ENSG00000133121	UGA	0
ENSG00000138614	UGA	0
ENSG00000103035	UGA	1
ENSG00000102901	UGA	0
ENSG00000168447	UAA	2
ENSG00000103528	UGA	4
ENSG00000198794	UGA	0
ENSG00000101440	UGA	9
ENSG00000103495	UAA	10
ENSG00000179335	UAG	0
ENSG00000005189	UAA	0
ENSG00000051108	UGA	7
ENSG00000162062	UAG	0
ENSG00000168447	UAA	2
ENSG00000102897	UAA	0
ENSG00000188659	UAA	0
ENSG00000125149	UAG	0
ENSG00000166669	UAG	0
ENSG00000102879	UAG	0
ENSG00000131951	UAA	0
ENSG00000103449	UAA	0
ENSG00000075131	UAA	0
ENSG00000103415	UAA	0
ENSG00000170291	UGA	0
ENSG00000129214	UAA	2
ENSG00000171298	UAG	0
ENSG00000170296	UGA	0
ENSG00000184009	UAA	0
ENSG00000184009	UAA	0
ENSG00000179314	UGA	0
ENSG00000132386	UGA	0
ENSG00000129214	UAA	2
ENSG00000198336	UGA	0
ENSG00000181045	UAA	0
ENSG00000006194	UAG	0
ENSG00000173818	UGA	5
ENSG00000167261	UGA	0
ENSG00000141556	UGA	0
ENSG00000141505	UGA	0
ENSG00000186260	UAA	4
ENSG00000141505	UAA	0
ENSG00000132530	UGA	0
ENSG00000159961	UGA	0
ENSG00000085644	UGA	8
ENSG00000129214	UAA	2
ENSG00000121064	UAA	0
ENSG00000184009	UAA	0
ENSG00000133393	UGA	0
ENSG00000010539	UAA	0
ENSG00000184009	UAA	0
ENSG00000073969	UGA	0
ENSG00000129214	UAA	2
ENSG00000179314	UGA	0
ENSG00000196689	UGA	2
ENSG00000129214	UAA	2
ENSG00000074356	UAG	6
ENSG00000007168	UGA	0
ENSG00000261949	UGA	0
ENSG00000129214	UAA	2
ENSG00000167978	UAA	0
ENSG00000167740	UAA	3
ENSG00000171298	UAG	0
ENSG00000108306	UGA	0
ENSG00000082641	UGA	0
ENSG00000183010	UGA	0
ENSG00000198795	UGA	0
ENSG00000101745	UGA	0
ENSG00000073584	UAA	0
ENSG00000131781	UAA	0
ENSG00000108654	UAA	9
ENSG00000154856	UGA	4
ENSG00000173482	UAG	0
ENSG00000197971	UGA	0
ENSG00000146872	UAG	0
ENSG00000141449	UGA	0
ENSG00000082641	UGA	0
ENSG00000196072	UAA	6
ENSG00000265681	UAA	1
ENSG00000109113	UAA	0
ENSG00000221926	UGA	0
ENSG00000154845	UGA	0
ENSG00000150636	UGA	0
ENSG00000184060	UAA	0
ENSG00000169727	UGA	0
ENSG00000101773	UAA	0
ENSG00000183010	UGA	0
ENSG00000257008	UAG	0
ENSG00000171475	UGA	6
ENSG00000133195	UGA	0
ENSG00000141627	UGA	0
ENSG00000108465	UGA	0
ENSG00000176974	UAA	0
ENSG00000186075	UGA	0
ENSG00000178921	UGA	0
ENSG00000108439	UAA	6
ENSG00000161970	UAG	0
ENSG00000109118	UGA	0
ENSG00000141506	UAG	0
ENSG00000196704	UAA	0
ENSG00000178927	UGA	7
ENSG00000197563	UAG	0
ENSG00000176563	UGA	0
ENSG00000167468	UAG	0
ENSG00000053747	UAA	0
ENSG00000132000	UGA	0
ENSG00000141376	UAG	0
ENSG00000118046	UGA	0
ENSG00000118046	UGA	0
ENSG00000079805	UAG	0
ENSG00000167604	UAG	0
ENSG00000186300	UGA	0
ENSG00000184828	UGA	0
ENSG00000181038	UGA	0
ENSG00000184922	UAG	8
ENSG00000108733	UGA	0
ENSG00000178404	UAA	0
ENSG00000168675	UGA	2
ENSG00000129991	UGA	0
ENSG00000105607	UGA	0
ENSG00000198453	UAA	0
ENSG00000131477	UAG	2
ENSG00000062716	UAA	0
ENSG00000185379	UGA	0
ENSG00000132000	UGA	0
ENSG00000172009	UGA	0
ENSG00000153885	UAA	0
ENSG00000137878	UGA	10
ENSG00000021488	UAA	0
ENSG00000078043	UAG	0
ENSG00000198453	UAA	0
ENSG00000130733	UAA	0
ENSG00000184828	UGA	0
ENSG00000184828	UGA	0
ENSG00000154889	UGA	0
ENSG00000099203	UAG	10
ENSG00000130023	UGA	4
ENSG00000184640	UAG	0
ENSG00000167380	UAA	0
ENSG00000013306	UGA	6
ENSG00000141646	UGA	0
ENSG00000105607	UGA	0
ENSG00000141401	UGA	0
ENSG00000178982	UGA	4
ENSG00000141646	UGA	0
ENSG00000012061	UGA	7
ENSG00000101489	UGA	0
ENSG00000197256	UAG	0
ENSG00000074657	UGA	0
ENSG00000011600	UGA	9
ENSG00000124731	UGA	9
ENSG00000127616	UGA	0
ENSG00000108669	UGA	0
ENSG00000062716	UAA	0
ENSG00000197213	UGA	0
ENSG00000141646	UGA	0
ENSG00000141646	UGA	0
ENSG00000167380	UGA	9
ENSG00000184828	UGA	0
ENSG00000134779	UGA	0
ENSG00000129353	UGA	0
ENSG00000134769	UGA	0
ENSG00000065717	UGA	0
ENSG00000105289	UGA	0
ENSG00000256294	UAA	0
ENSG00000131470	UGA	6
ENSG00000108828	UAG	0
ENSG00000127452	UAA	0
ENSG00000062716	UAA	0
ENSG00000184828	UGA	0
ENSG00000196437	UAG	0
ENSG00000167645	UGA	0
ENSG00000092931	UGA	10
ENSG00000108423	UGA	0
ENSG00000078043	UAG	0
ENSG00000126259	UGA	8
ENSG00000263002	UGA	0
ENSG00000130881	UGA	0
ENSG00000131848	UGA	0
ENSG00000154265	UAG	0
ENSG00000185379	UGA	0
ENSG00000167674	UAG	0
ENSG00000099622	UGA	0
ENSG00000181038	UGA	0
ENSG00000006125	UGA	0
ENSG00000167468	UAA	0
ENSG00000105401	UGA	0
ENSG00000126581	UGA	0
ENSG00000189348	UGA	0
ENSG00000198300	UGA	0
ENSG00000062822	UGA	0
ENSG00000104833	UAG	0
ENSG00000104983	UAA	5
ENSG00000105373	UAG	3
ENSG00000105559	UGA	0
ENSG00000104833	UAG	0
ENSG00000197782	UGA	0
ENSG00000051128	UGA	4
ENSG00000160229	UAA	1
ENSG00000161609	UGA	0
ENSG00000167232	UAA	0
ENSG00000160460	UGA	10
ENSG00000104872	UGA	0
ENSG00000130528	UGA	7
ENSG00000197841	UAG	0
ENSG00000105559	UGA	0
ENSG00000060566	UGA	0
ENSG00000130513	UGA	0
ENSG00000170954	UGA	0
ENSG00000105656	UAG	1
ENSG00000198723	UGA	0
ENSG00000105499	UGA	0
ENSG00000104833	UAG	0
ENSG00000196267	UGA	0
ENSG00000237440	UAA	4
ENSG00000198521	UAA	0
ENSG00000130725	UGA	4
ENSG00000181027	UGA	0
ENSG00000186272	UAG	0
ENSG00000104833	UAG	0
ENSG00000130513	UGA	0
ENSG00000261857	UGA	7
ENSG00000197124	UAA	1
ENSG00000105281	UAA	0
ENSG00000243130	UAG	0
ENSG00000105357	UGA	0
ENSG00000171017	UAG	0
ENSG00000198521	UAA	0
ENSG00000104870	UGA	0
ENSG00000104833	UAG	0
ENSG00000142002	UGA	0
ENSG00000105700	UGA	8
ENSG00000131400	UGA	0
ENSG00000161558	UAA	0
ENSG00000126934	UGA	1
ENSG00000171747	UAA	5
ENSG00000105143	UGA	0
ENSG00000197372	UGA	7
ENSG00000132010	UGA	5
ENSG00000039650	UGA	8
ENSG00000213024	UGA	0
ENSG00000090659	UAG	0
ENSG00000105202	UGA	0
ENSG00000105750	UAA	0
ENSG00000269855	UAA	0
ENSG00000251369	UGA	7
ENSG00000149311	UGA	0
ENSG00000105372	UGA	0
ENSG00000178951	UAA	10
ENSG00000196350	UAA	0
